,Filename,y,clusterdist6
100,2017-03-03_12-37-32-755-W-T-describer_openface.csv,True,3
101,2017-03-03_13-12-03-237-W-B-describer_openface.csv,False,5
102,2017-03-03_13-20-28-731-W-T-describer_openface.csv,True,5
103,2017-03-03_13-30-40-756-W-B-describer_openface.csv,False,0
104,2017-03-08_12-08-33-112-W-B-describer_openface.csv,False,2
105,2017-03-08_13-12-38-74-W-T-describer_openface.csv,True,2
106,2017-03-08_13-24-24-724-W-T-describer_openface.csv,True,1
107,2017-03-24_10-48-39-430-W-B-describer_openface.csv,False,2
108,2017-03-24_11-44-02-309-W-T-describer_openface.csv,True,4
109,2017-03-24_11-50-29-214-W-B-describer_openface.csv,False,3
110,2017-03-24_11-56-40-959-W-T-describer_openface.csv,True,2
111,2017-03-24_12-40-18-142-W-T-describer_openface.csv,True,1
112,2017-03-24_12-48-00-366-W-T-describer_openface.csv,True,1
113,2017-03-29_12-14-08-617-W-T-describer_openface.csv,True,1
114,2017-03-29_13-29-09-99-W-T-describer_openface.csv,True,1
115,2017-04-04_13-18-48-414-W-T-describer_openface.csv,True,5
116,2017-04-04_13-27-35-915-W-B-describer_openface.csv,False,1
117,2017-04-04_13-58-57-956-W-T-describer_openface.csv,True,2
118,2017-04-07_12-41-41-762-W-B-0407a_openface.csv,False,1
119,2017-04-07_12-48-02-966-W-T-0407b_openface.csv,True,1
120,2017-04-07_13-01-25-367-W-B-0407a_openface.csv,False,2
121,2017-04-07_13-07-53-382-W-T-0407b_openface.csv,True,0
122,2017-04-12_13-00-34-288-W-B-lame_openface.csv,False,0
123,2017-04-12_13-09-02-798-W-T-lame_openface.csv,True,2
124,2017-04-12_13-15-00-532-W-B-lame_openface.csv,False,1
125,2017-04-12_13-21-03-94-W-T-lame_openface.csv,True,1
126,2017-04-12_14-02-20-877-W-B-midris2_openface.csv,False,4
127,2017-04-12_14-11-09-515-W-T-becs_openface.csv,True,5
128,2017-04-12_14-18-12-410-W-B-becs_openface.csv,False,4
129,2017-04-12_14-28-52-283-W-B-becs_openface.csv,False,5
130,2017-04-12_14-40-07-485-W-T-becs_openface.csv,True,4
131,2017-04-13_11-03-47-890-W-T-bchin4_openface.csv,True,0
132,2017-04-13_11-13-01-549-W-T-kvombatk_openface.csv,True,4
133,2017-04-13_13-19-35-145-W-B-Chris6002_openface.csv,False,4
134,2017-04-13_13-26-17-966-W-T-Chris6002_openface.csv,True,4
135,2017-04-13_14-03-12-253-W-T-NMcCloud1997_openface.csv,True,1
136,2017-04-13_14-12-24-294-W-B-estrauch_openface.csv,False,0
137,2017-04-14_14-02-28-29-W-B-jli119_openface.csv,False,1
138,2017-04-14_14-11-44-333-W-B-sye8_openface.csv,False,5
139,2017-04-14_14-18-43-166-W-B-jli119_openface.csv,False,1
140,2017-04-14_15-05-06-501-W-T-gabesarch_openface.csv,True,0
141,2017-04-14_15-11-45-95-W-B-gabesarch_openface.csv,False,0
142,2017-04-14_15-19-05-68-W-T-gabesarch_openface.csv,True,0
143,2017-04-14_15-57-43-236-W-T-jvalinsky_openface.csv,True,5
144,2017-04-14_16-04-38-645-W-T-jshtheshredder_openface.csv,True,0
145,2017-04-14_16-11-26-504-W-B-aollarve_openface.csv,False,4
