,sfield,cfield,mean HI,mean LO,t-test,MWW,Cohens d
466,AU05_r_HI,Inclusion,1.2457177325598379,0.6594298448465116,0.0009404696045383231,0.0004847621741052109,-0.5771694644394326
410,AU05_r_HI,Common Verbs,5.0991387308844685,3.5786387802012802,0.0007591143004792184,0.0004851022272560089,-0.5835208326290976
820,AU09_r_HI,Numbers,0.5008018422680076,0.1965014054802787,0.006752605604016894,0.0005277787713961335,-0.4736757063127661
729,AU07_r_LO,Exclusion,1.0809046155369686,0.5840108426926609,0.0008023109987734808,0.0005495669290699641,-0.6394265782371189
1898,AU25_r_HI,Exclusion,1.0804359001625916,0.6791013133404438,0.005317702603349262,0.000573920943770379,-0.5063458948201873
1637,AU20_r_LO,Inclusion,0.9895950351314892,0.4296883218451846,0.0033996836250504976,0.0005894681085195444,-0.5104205404036612
1120,AU12_r_HI,Perceptual,1.1018507850233983,0.5276672567425214,0.0005718547219125111,0.0006043415961419815,-0.6517238977396617
426,AU05_r_HI,Negations,0.8967794416274771,0.5916323260073261,0.0006908196383713797,0.0006059621193807359,-0.5877276513968952
852,AU09_r_HI,Certainty,0.25268037518037517,0.10961460292446207,0.0015376987557946024,0.0006126175819159836,-0.5548851734934889
1168,AU12_r_HI,total words,28.49421807968095,18.381862261728934,0.0013551194958470413,0.0006139179903696184,-0.6023193321385995
513,AU05_r_LO,Non-fluencies,0.024668310084976754,0.06587619556369556,0.010801280046819088,0.00062001583710805,0.4339612544218024
2115,AU45_r_LO,Conjunctions,1.8093261980585922,0.9304328024916261,0.0005744184900248054,0.0006366438752462389,-0.5997269531709996
2143,AU45_r_LO,Cognitive,4.218946780918612,2.344743002095943,0.00026227868349773233,0.0006418008881133839,-0.6382925606443764
712,AU07_r_HI,Cognitive,4.116596977446035,2.4146113739827277,0.00045249908457871093,0.0006470986943159247,-0.7199471509642407
802,AU09_r_HI,Auxiliary verbs,3.9181767731015853,2.660574382581425,0.0025585523395005626,0.0006607682719402888,-0.5262750060110647
1040,AU12_r_HI,Function words,16.8985870205012,10.481975262624415,0.0013028244160940936,0.0006841115985930887,-0.60534412673509
654,AU07_r_HI,Personal pronouns,1.5869819383970325,0.7895674943756686,0.00038755029096665676,0.0007157211503580377,-0.7336332882193755
2163,AU45_r_LO,Seeing,0.848838563627296,0.4183259958995253,0.0005824305561963543,0.0007216528303873614,-0.5993707087777331
842,AU09_r_HI,Cognitive,4.945287054215626,3.2157376660897787,0.0007853872826960705,0.0007268159205474449,-0.5889729598025063
856,AU09_r_HI,Inclusion,1.2659629322223307,0.6898931076747978,0.001514966264876584,0.0007270712728785268,-0.5557006249970191
1972,AU26_r_HI,Auxiliary verbs,3.7047876582944457,2.4619845458199503,0.0035571704539146915,0.000752111963123737,-0.530982884685169
396,AU05_r_HI,I,1.0026797125944644,0.5916097791097791,0.00046790444820009444,0.0007555666827043198,-0.610441757068058
1242,AU14_r_HI,Certainty,0.20913817543927216,0.08504508578175524,0.004462285356492515,0.0008086876530128804,-0.540510806634705
424,AU05_r_HI,Conjunctions,2.170893872209662,1.3140603223936556,0.0010618217287982415,0.0008091825301126865,-0.5690706072601247
1382,AU15_r_HI,Seeing,0.8500495880930664,0.4918215000961481,0.0007403290519125503,0.000812383967833204,-0.5944937103076401
460,AU05_r_HI,Tentativeness,1.4395303794303054,0.8379672603630935,0.00026943717167681353,0.0008126431742860033,-0.6365012080361666
1824,AU25_r_HI,Personal pronouns,1.582120749231088,0.8935156429721647,0.0008457307423848973,0.0008261934348053648,-0.642033422314618
333,AU04_r_LO,Certainty,0.20619734927770642,0.07397902707887229,0.0010998389505984822,0.0008436766230800785,-0.6417874631761546
1984,AU26_r_HI,Conjunctions,2.1237983547372687,1.2513191087725248,0.008026981164328633,0.0008771821215513275,-0.48177326621996236
1062,AU12_r_HI,Auxiliary verbs,3.5088985842722584,2.2322573135198596,0.001703294868775008,0.0009066130833771838,-0.5899565103075989
203,AU02_r_LO,Certainty,0.19660405181238513,0.07196192696192695,0.000814670900871071,0.0009286193926424577,-0.5778761635527463
428,AU05_r_HI,Quantifiers,0.691706582273669,0.3573870381162048,0.003063613466992734,0.0009330361587454713,-0.5117466340057915
2103,AU45_r_LO,Auxiliary verbs,3.341708877976483,2.0518576195046783,0.0009683131244546341,0.0009471766532159492,-0.5730187514446582
780,AU09_r_HI,Function words,19.414073142813745,13.024834496489426,0.0010677696078552085,0.0009511332372479531,-0.5728622902863305
1122,AU12_r_HI,Seeing,0.8534596203111151,0.4234171876094876,0.001300601839139266,0.0009692818498294787,-0.6055983673178984
432,AU05_r_HI,Social,0.9867322509464839,0.5262464387464387,0.0005944082660694178,0.0009779701426293063,-0.5982717570336604
1248,AU14_r_HI,Exclusion,0.9675251081033733,0.49418918774709636,0.0006897777261178825,0.0009889614081152404,-0.650844857853421
1771,AU23_r_LO,Perceptual,1.080804283809399,0.512246126888984,0.004652374663606501,0.0009950835797609625,-0.5004989106146346
2209,AU45_r_LO,total words,27.155487939290758,16.75881830587713,0.0006933153510811498,0.0009986279217945376,-0.5900425915973591
1950,AU26_r_HI,Function words,17.963376779078136,11.778564723751058,0.003154527223934677,0.0010182061227886877,-0.5378908043697723
1766,AU23_r_HI,Inclusion,1.0630124190915407,0.6038932839444349,0.0026550704610606535,0.0010201695685016104,-0.5194801412220967
414,AU05_r_HI,Past tense,2.830947452185406,1.7808271974938643,0.0013744319388356366,0.001021550117843895,-0.5552462826012701
193,AU02_r_LO,Cognitive,3.84061160675744,2.155133214124811,0.0006592449890177683,0.0010302720087601157,-0.5891820283951077
672,AU07_r_HI,Auxiliary verbs,3.177230631004216,2.1117363849404955,0.0015224366248664247,0.001031918817829082,-0.640831033617305
972,AU10_r_HI,Cognitive,4.093184724940563,2.655927559383781,0.004445154815790081,0.0010421659150984855,-0.5245866708840545
723,AU07_r_LO,Certainty,0.19027939199507823,0.08621133916588462,0.007233529412030076,0.0010646886590585712,-0.5077338510840327
992,AU10_r_HI,Seeing,0.9273323164565637,0.43845898724930976,0.0013387483824174942,0.0011507504813283611,-0.6021430882757417
392,AU05_r_HI,Total pronouns,4.189125362735445,2.842059464455298,0.0009015275073368985,0.0011546151573261433,-0.5771382541944805
2081,AU45_r_LO,Function words,16.056621664720257,9.69374351139057,0.0006436585731007198,0.001190402921939973,-0.5937816917121151
1335,AU15_r_LO,Conjunctions,1.6049751178228624,0.8309814904634921,0.0020294433927335685,0.0011990241457452786,-0.5382239405762472
1767,AU23_r_LO,Inclusion,0.9961647237862071,0.46928111570968706,0.001406667681309322,0.0012057798862416598,-0.5672825094217524
1298,AU14_r_HI,total words,27.62276885626835,17.095516269827737,0.0011320013860830085,0.0012883324994473234,-0.625523204348975
932,AU10_r_HI,Auxiliary verbs,3.333320592153403,2.2449893353503185,0.006110937696497516,0.001292820874900398,-0.5051593849577979
1331,AU15_r_LO,Adverbs,1.6485433353196512,1.0113595177137757,0.001970054510149985,0.00130771304729729,-0.5397525530146348
908,AU09_r_HI,total words,32.54172004687043,22.39538388059515,0.0012958414343578152,0.001368733636668536,-0.5619814992781833
1363,AU15_r_LO,Cognitive,3.8413827984880617,2.2204555955214427,0.0011485181188539374,0.001409336995855712,-0.5683872769487647
2078,AU26_r_HI,total words,30.441840298966998,20.431652998485298,0.003455550233000312,0.001435050577613943,-0.5307675881253452
670,AU07_r_HI,Common Verbs,4.17674856589951,2.780235463247801,0.0018450332346095452,0.0014397876460795465,-0.6291252300688073
1511,AU17_r_LO,Perceptual,0.9667409234225091,0.4774417299097605,0.0003332918149443794,0.0014447185001267284,-0.639096617066778
686,AU07_r_HI,Negations,0.8219388577879144,0.5183531340165001,0.0018926005273198411,0.0014605172768527132,-0.6216365195835423
784,AU09_r_HI,Personal pronouns,1.8108083249248663,1.0708599303669728,0.00031670610277090137,0.0015024357571933981,-0.6369263281806814
1753,AU23_r_LO,Cognitive,3.8177519837366383,2.424067936032222,0.0029034104331515233,0.0015137344548110776,-0.5221783433432017
778,AU07_r_HI,total words,25.540529177321627,16.541804979863837,0.001356748228342279,0.0015144347272618179,-0.6508847502769955
1170,AU14_r_HI,Function words,16.43011325110029,9.928680117217434,0.0014732563073751436,0.0015496325174885585,-0.6108023957431892
1202,AU14_r_HI,Prepositions,2.3621292300255408,1.188004346602343,0.00044825511283935797,0.0015524364227732334,-0.6815520105631717
990,AU10_r_HI,Perceptual,1.1699240884838196,0.560737745357561,0.0013579248911817228,0.001553373640555202,-0.6012150975638474
1643,AU20_r_LO,Seeing,0.7200410321060694,0.3980531768521965,0.0015380576600915255,0.0015656262012583436,-0.5482583097011632
488,AU05_r_HI,Relativity,2.9952193901971516,1.7912713443963442,0.0019199312032973487,0.0016198913332627005,-0.5380802137483249
1124,AU12_r_HI,Hearing,0.07151373216946987,0.014444444444444446,0.023234918965210443,0.0016212071010096281,-0.42203686020369385
1817,AU23_r_LO,duration,10.377963894587936,6.270715356072499,0.00233110147794738,0.0016270889375855488,-0.5391920172914229
212,AU02_r_HI,Seeing,0.9162275538234617,0.5436319718928415,0.0009388321464246995,0.0016308025293825278,-0.5829653059402035
1854,AU25_r_HI,Conjunctions,1.6807583929348382,1.2490879289792332,0.05630694902853485,0.001659539700896322,-0.3410647622232014
655,AU07_r_LO,Personal pronouns,1.5537203047497166,0.8035168669714124,0.0021165995086491677,0.0016971221087776149,-0.580310222705075
422,AU05_r_HI,Prepositions,2.8945340591374684,1.7532954506912841,0.0012350824701846622,0.0017064964559571024,-0.5618317759832271
798,AU09_r_HI,Articles,3.316490821208866,2.3008257001214747,0.006690496521748974,0.0017164512432665945,-0.46957273711917535
753,AU07_r_LO,Space,1.8025286514502201,1.0179413515777151,0.002365249494724427,0.0017165682922436344,-0.5770203101848703
1970,AU26_r_HI,Common Verbs,4.7611691563840886,3.2069532210370726,0.0034474433794711825,0.0017240921709416345,-0.5327869498052185
1986,AU26_r_HI,Negations,0.843242315753628,0.5396760830611762,0.004159747904817056,0.0017414900798509555,-0.5164478701946612
2159,AU45_r_LO,Exclusion,1.0805703685985377,0.5687433481551128,0.00039597551048989245,0.0017478699689820933,-0.6175337803578017
492,AU05_r_HI,Space,2.1351529514057312,1.2829102417644083,0.0016981805474964291,0.0017616668094155125,-0.5428040823123292
1557,AU17_r_LO,duration,11.691105362620707,7.055872785923938,0.0210186022637531,0.001767298664786255,-0.40323859652811656
668,AU07_r_HI,Articles,2.447245259981109,1.5715792221997755,0.005183807693231497,0.0017741270370523912,-0.5608909852447611
1820,AU25_r_HI,Function words,16.069820316901346,11.646778865257126,0.004276964405097023,0.001813911196747039,-0.5260109103120209
557,AU06_r_LO,Negations,0.7601114934261923,0.5039499811796255,0.012535309271249873,0.0018500803455592065,-0.5112204571669489
1036,AU10_r_HI,duration,10.525276355568824,7.5922790705624825,0.018620377905414823,0.0019178926937886223,-0.4305021597803367
1192,AU14_r_HI,Auxiliary verbs,3.439315160302199,2.2100215315126186,0.009130075323339312,0.0019184776358410456,-0.4949866053759489
1304,AU15_r_HI,Personal pronouns,1.6045884268710355,0.9930379675097987,0.0007344305321932006,0.0019358767052202602,-0.5958291372515856
2020,AU26_r_HI,Tentativeness,1.3354739491277954,0.7655700976042591,0.003368025122534729,0.001956973401194532,-0.5340048502259754
1208,AU14_r_HI,Quantifiers,0.5122615890811305,0.2388147119040602,0.0018861380929805032,0.0019771366833862794,-0.594533247390659
430,AU05_r_HI,Numbers,0.5195684432526538,0.20594126167042834,0.005485892441559535,0.0020143047067492444,-0.482784800326452
603,AU06_r_LO,Seeing,0.8412006854549661,0.444954171033855,0.004299864377424173,0.0020349349894134075,-0.6048224998310386
928,AU10_r_HI,Articles,2.776664749714622,1.8387115387883437,0.016438195431256453,0.0020437936224821816,-0.44025511877105367
998,AU10_r_HI,Biological,0.3829874480449928,0.21068032851827015,0.11658202916073512,0.0020784231547051656,-0.2845558040446534
2157,AU45_r_LO,Inclusion,0.9790454459468545,0.4720020583991172,0.0006536442965074272,0.0020989033757432374,-0.5931431712904127
800,AU09_r_HI,Common Verbs,5.1698065238854705,3.541410096163618,0.0036395620209215816,0.002102731347006994,-0.5071332066104617
1188,AU14_r_HI,Articles,2.862773362673661,1.6081974145953473,0.0014817367012015846,0.00211932544032518,-0.6110759695644111
1826,AU25_r_HI,I,0.8656964709513815,0.5255850429763473,0.00304958163507298,0.002124369034476184,-0.5527033201421687
685,AU07_r_LO,Conjunctions,1.7836363164794535,1.1150737494828404,0.008985476140288209,0.0021319726111914514,-0.49459735047008624
153,AU02_r_LO,Auxiliary verbs,3.0520328051578054,1.8157866922992971,0.0021625970291247387,0.0021614102534402977,-0.5277950867024841
665,AU07_r_LO,They,0.22781747482727874,0.09034008920372556,0.01785719136095449,0.002282739900979846,-0.44458761110416906
994,AU10_r_HI,Hearing,0.07151719248493442,0.015772807439474106,0.01660730795397473,0.0022942684436445386,-0.4443240544388105
516,AU05_r_HI,duration,12.514994278022444,9.099090049610883,0.0035464132972315853,0.002295875509148113,-0.5019358569135759
474,AU05_r_HI,Hearing,0.09533697913979604,0.026957070707070704,0.017213436824638842,0.002331001924831986,-0.4098783790284661
582,AU06_r_HI,Cognitive,3.9230650859557112,2.5183882811112963,0.0016589336197459824,0.002356483611755376,-0.576565238536672
2084,AU45_r_HI,Personal pronouns,1.3726380015875812,0.8910701422300427,0.001748023198003562,0.0023784655963219998,-0.5454166840635779
713,AU07_r_LO,Cognitive,4.2372498588920156,2.4779567301385486,0.001285349120809291,0.0023949455370669537,-0.6104748332521779
1064,AU12_r_HI,Past tense,2.359545673709126,1.4000726337068465,0.008149581729793656,0.002407537467771355,-0.4937584495691581
311,AU04_r_LO,Affective,1.7497921893496426,1.0662559409899561,0.006996010071269077,0.0024285860671337035,-0.5307897738853993
650,AU07_r_HI,Function words,15.264566774944132,9.835758709384871,0.0015744610935319952,0.002429047233948775,-0.641563966448037
930,AU10_r_HI,Common Verbs,4.322134142842006,3.06020677067144,0.015220787132913789,0.0024685155712956004,-0.4447068827051536
337,AU04_r_LO,Inclusion,0.8585011100442,0.45731196890111275,0.004568540621926325,0.0024796069179903357,-0.554914685759093
1976,AU26_r_HI,Present tense,1.7796354663436111,1.2652342946908166,0.034326473307562916,0.002482397266103404,-0.3780216788772054
1559,AU17_r_LO,total words,26.09692161703031,17.682049368174685,0.0032758601491747136,0.0024892246573035436,-0.514900969620333
2026,AU26_r_HI,Inclusion,1.141233889288188,0.6362596047844495,0.008301441199259312,0.002514996643224528,-0.4811386730785299
1768,AU23_r_HI,Exclusion,1.1276221638069193,0.7026035818874693,0.001525455556621424,0.002626653616694042,-0.5491109352848024
1583,AU20_r_LO,Auxiliary verbs,3.043440311874446,1.8665720150401524,0.0016500103063930983,0.002643304283092267,-0.5465432145908948
1644,AU20_r_HI,Hearing,0.07238325055226465,0.02607310529845741,0.07101967458593665,0.0026660611397409458,-0.30761968197924194
592,AU06_r_HI,Certainty,0.20664578477078477,0.09323559283416553,0.0031246042235140944,0.0027395951747263077,-0.5401879965403084
1060,AU12_r_HI,Common Verbs,4.602978416900789,2.984458873546622,0.0025129044104169455,0.002748037371723759,-0.5670237640138683
936,AU10_r_HI,Present tense,1.6377265238817507,1.2899369739039477,0.1269860487339563,0.0027529232925765754,-0.27655380695566967
62,AU01_r_HI,Cognitive,4.4332335504870715,2.996823930038216,0.003670222844084747,0.0027741698901465137,-0.5011868504833439
1599,AU20_r_LO,Quantifiers,0.4756660569937289,0.27482123903692535,0.007557673206032,0.0027872818512870022,-0.45754997296421107
1952,AU26_r_HI,Total pronouns,3.891362594168024,2.6446358644805854,0.00800148567969171,0.0028115671797720684,-0.48259432942303215
728,AU07_r_HI,Exclusion,1.0581904992282352,0.5909033235860223,0.0036690168703136282,0.0028331719135527298,-0.5854227509743432
1117,AU12_r_LO,Inclusion,1.051920659892796,0.5217589247646958,0.0025512104367806545,0.002903142526060864,-0.5454967112385923
1258,AU14_r_HI,Biological,0.33034992037983063,0.0826433902119621,0.0013986937152526636,0.0029419785449398,-0.618294035402397
934,AU10_r_HI,Past tense,2.3539940755052955,1.494716335749362,0.016403951729942117,0.002956412181022891,-0.44103221843306256
683,AU07_r_LO,Prepositions,2.5020655823842097,1.418528315119224,0.004010503762857808,0.0029941068793301003,-0.5420725376762594
1770,AU23_r_HI,Perceptual,1.0987263921294577,0.5686360717051252,0.0004841236937051522,0.003076977763626309,-0.6089542511462636
1493,AU17_r_LO,Cognitive,3.7313580151495755,2.523047431397815,0.009621621665225294,0.0031656726464142993,-0.45092685591468956
2165,AU45_r_LO,Hearing,0.07035562246829853,0.010762032085561497,0.005009860238380125,0.003174129644264856,-0.484077937359501
1648,AU20_r_HI,Biological,0.3548007548007548,0.1596731607709238,0.004060972460305308,0.003226927801153673,-0.49507568435041627
1204,AU14_r_HI,Conjunctions,1.7829813921538749,0.936624847056794,0.0017019866287810046,0.0032399340834986107,-0.6020150322739347
1506,AU17_r_HI,Inclusion,0.8922448534580888,0.542227133398482,0.008913498103861895,0.003240636274200487,-0.4475806572826071
1513,AU17_r_LO,Seeing,0.7398076194431693,0.3881967582479091,0.0011774353480457302,0.003288504982596866,-0.5730135996937381
1325,AU15_r_LO,Past tense,2.1352783911994435,1.129139015311096,0.0005844154193108861,0.003291721250328302,-0.6043032402326179
1642,AU20_r_HI,Seeing,1.058451603169913,0.48876503111175856,0.007940104873191191,0.0032920378679111044,-0.460515740679941
1890,AU25_r_HI,Tentativeness,1.1994320203247777,0.7708571219440784,0.020509713284638208,0.00330541215616422,-0.4152703167146826
1948,AU25_r_HI,total words,26.92087853835811,19.9563648911475,0.006221507368796752,0.003358571144394256,-0.5028064725408631
1725,AU23_r_LO,Conjunctions,1.636918710256306,0.9666647043432759,0.008525713677161161,0.0033982731016510732,-0.46064565282653486
600,AU06_r_HI,Perceptual,0.9956928921772673,0.4651080186539598,0.0012096652041918613,0.0034190721245756874,-0.5917244494059736
693,AU07_r_LO,Social,0.9155461160118021,0.4235009636827819,0.0050918841808088025,0.003556935484007758,-0.5258989569402969
1968,AU26_r_HI,Articles,2.9993075476559636,2.069070087952076,0.010994687676601413,0.0035934993583061135,-0.45612201171377426
2105,AU45_r_LO,Past tense,2.266057416761642,1.2560381611852196,0.0009615300420487244,0.0035988449777936008,-0.5737589488554296
656,AU07_r_HI,I,0.9305348215725574,0.4788947171829613,0.0007178420853352206,0.003606268833158825,-0.6950982529437276
916,AU10_r_HI,I,0.8561016361971314,0.4786834673547423,0.0018956201559053641,0.003608215340279245,-0.5782550730851388
1752,AU23_r_HI,Cognitive,4.284052895921163,2.916320690297672,0.0022987404338638212,0.003675361045392792,-0.5272971715188021
675,AU07_r_LO,Past tense,2.424976941177922,1.3589989101807283,0.0030050013053920716,0.0037077686173971657,-0.5594905711033461
1431,AU17_r_LO,Function words,15.245925793208398,10.169062760200866,0.003990326051263589,0.0037679419699988667,-0.5040113156481311
2178,AU45_r_HI,Relativity,2.4893687031922322,1.605212538083292,0.005635683243127312,0.0037828519542222596,-0.4795799840188593
78,AU01_r_HI,Exclusion,1.1248716658927924,0.781610988218131,0.02174777689830445,0.003794119955050473,-0.39343385871618963
2014,AU26_r_HI,Insight,0.6285621593087657,0.3866881462223077,0.008085321031255848,0.0038143275477460037,-0.476785935262878
776,AU07_r_HI,duration,10.029817771327204,6.704975966316072,0.0041909151469189795,0.0038542622518100604,-0.576932047918503
2099,AU45_r_LO,Articles,2.574060915610211,1.5368260416054533,0.0015176627874011782,0.003856601170905164,-0.5495626279759037
82,AU01_r_HI,Seeing,0.9013349131306877,0.4755446934018363,0.0023653221764430347,0.0038924880790366764,-0.527754542178368
323,AU04_r_LO,Cognitive,3.5280206163746537,2.2727055254201236,0.0025693174757924807,0.003922270129283912,-0.595648852622028
1981,AU26_r_LO,Adverbs,1.6800813728754904,1.0916530282582915,0.005642424764615322,0.003966961399275801,-0.47959735754860444
1636,AU20_r_HI,Inclusion,1.0664713807319444,0.6884754939435968,0.0075867179206016945,0.003977477949894132,-0.4590920644477825
1380,AU15_r_HI,Perceptual,1.1725137986007552,0.6520984688238209,0.0013740215701474325,0.0040021742938168205,-0.5658234215543138
1842,AU25_r_HI,Auxiliary verbs,3.339151321575952,2.414335905640254,0.0043414388143905545,0.00401808086123815,-0.5262554465466589
1852,AU25_r_HI,Prepositions,2.1772127122568676,1.4755772005772005,0.007264500330241923,0.004055233792945882,-0.49408459776315916
1585,AU20_r_LO,Past tense,2.1472934572561746,1.184064186086245,0.002503548042924752,0.004096156411282993,-0.5259236962582164
974,AU10_r_HI,Insight,0.5656532640877991,0.34548079857219643,0.014315435348352683,0.004134995644048615,-0.45013283316604535
4,AU01_r_HI,Personal pronouns,1.5789770870756785,1.0186262348762347,0.002949794334851559,0.004204082751939627,-0.5133800826865308
1449,AU17_r_LO,Articles,2.7430890602246096,1.6937444666728554,0.0031014697888719746,0.004208315420026815,-0.5199839535423966
84,AU01_r_HI,Hearing,0.07492190907683864,0.024053803339517624,0.0312976409722068,0.004234301031293627,-0.3686204293950398
1176,AU14_r_HI,I,0.8441608906215087,0.5726042782391775,0.0673754595772323,0.004395771730726658,-0.34288429272179166
1110,AU12_r_HI,Tentativeness,1.2448838154238346,0.6759285091824665,0.0014996890495333464,0.004449796403114881,-0.5983795529584764
313,AU04_r_LO,Positive emotion,2.964079904093491,1.7938963153439196,0.013707802489862836,0.004483271263583687,-0.48228898915619167
601,AU06_r_LO,Perceptual,1.024401751573982,0.5845375367839323,0.005716613745612931,0.004485672583886136,-0.5815890611842924
1362,AU15_r_HI,Cognitive,4.469942859073293,3.120516338121972,0.005018014228656285,0.0045263280101248155,-0.48863366922169504
597,AU06_r_LO,Inclusion,1.0342323961164632,0.583092155280389,0.01980174718491818,0.004563427849314827,-0.48949464442696383
1190,AU14_r_HI,Common Verbs,4.3692625309773865,2.993961563837886,0.015948158345281974,0.0046259124044764,-0.45546194034384546
1075,AU12_r_LO,Conjunctions,1.7348147402684198,1.030007723704437,0.00675195248624358,0.004631335354816252,-0.49032654211824445
295,AU04_r_LO,Conjunctions,1.4620388399988558,0.874729904938244,0.004278400622197141,0.004639379963605309,-0.5604568806347612
1272,AU14_r_HI,Space,1.7394719991429861,0.9423518611116471,0.0016908008209701522,0.004660184778432959,-0.602002155640738
1904,AU25_r_HI,Hearing,0.05811531864797864,0.020749942489072925,0.05428198178008384,0.004663187405216111,-0.35480627656695696
63,AU01_r_LO,Cognitive,3.928022395134196,2.5230369244755435,0.003988225010191617,0.004692125354396997,-0.50119609354282
